906.4660608768637
0,7.0
1,14.350000000000001
2,21.4795
3,28.466410000000003
4,35.10397450000001
5,41.47603642000001
6,47.911818959200005
7,54.21888584761601
8,60.210599391611204
9,66.0824786647265
10,71.66076397418603
11,77.46218069602394
12,83.03154074898833
13,88.4338200003638
14,93.78207645922551
15,99.34426317644169
16,104.79520615931354
17,110.02811142287051
18,115.52266194960534
19,121.07215798160752
20,126.56615905328967
21,132.3348601785559
22,138.04587429256952
23,143.98532897114367
24,150.22175638364652
25,156.58291234439943
26,162.88045674554482
27,169.11502570267874
28,175.66132310766935
29,182.14215753861006
30,188.817417002479
31,195.29241868243187
32,201.6379203287857
33,208.1103320080666
34,214.32384722017625
35,220.4752272801648
36,226.5035797389536
37,232.3510816239787
38,237.90620841475257
39,243.29468140180322
40,248.57538492911286
41,254.12012363278797
42,259.5539675623896
43,265.2595036884713
44,271.25031662085706
45,277.181221423919
46,283.17143527501156
47,289.34135554163686
48,295.3878774029297
49,301.61579492006126
50,308.09282913787814
51,314.44032267133866
52,320.59739139879537
53,326.5081773771538
54,332.12342405659433
55,337.57021333565166
56,343.1259384002901
57,348.4038772116966
58,353.8929335755594
59,359.1075371212291
60,364.37428670235545
61,369.7463712751043
62,374.8498516192157
63,379.8512623564449
64,385.002715415791
65,389.8965958221698
66,394.93729264073994
67,399.9275824911244
68,404.8180665445011
69,409.7574554384116
70,414.64745044338304
71,419.3907455982053
72,424.22890665612397
73,429.26059415635945
74,434.24196478159257
75,439.0738942880687
76,443.7608659093505
77,448.5884466792708
78,453.17464841069506
79,457.6232640901766
80,462.24982439683737
81,466.64505668816514
82,470.8644796878398
83,475.2526796075014
84,479.42146953118
85,483.4651957571482
86,487.6706710321551
87,491.83409155441194
88,495.8726094610011
89,499.83035700945845
90,503.62979465597755
91,507.2772547966359
92,510.96118953870075
93,514.718802975607
94,518.363688009406
95,521.826328791515
96,525.1504639423397
97,528.4081163901478
98,531.6331923134779
99,534.7937667183414
100,538.0491583553509
101,541.3371039087303
102,544.5921700065761
103,547.9774387483357
104,551.1934440530072
105,554.5380895698656
106,557.7823957212183
107,560.9942588110575
108,564.2382405317951
109,567.51466206974
110,570.8238478230644
111,574.033758003789
112,577.1152717772846
113,580.1043401375754
114,583.2428619158807
115,586.4441541297521
116,589.7414851100397
117,592.9398961609186
118,595.9783866592536
119,598.9257224426385
120,601.7551647946881
121,604.6411959937786
122,607.6138081288419
123,610.437789657152
124,613.1205721090466
125,615.883838034498
126,618.6747366192039
127,621.521453175604
128,624.3966368975681
129,627.1568132706536
130,629.9721931712008
131,632.9283420667754
132,635.7958064954827
133,638.5485723470417
134,641.3288658571164
135,644.1369623022917
136,646.9731397119189
137,649.6675082510646
138,652.3888204756018
139,655.2189851891205
140,657.9642449612337
141,660.5722417447412
142,663.1280785925785
143,665.7094738088942
144,668.3424969295363
145,671.0018502813848
146,673.6080165661963
147,676.1620595253115
148,678.6394811956533
149,681.1416770826985
150,683.543785134262
151,685.9218721053097
152,688.4188634249099
153,690.9657945709021
154,693.5636643398141
155,696.0576193179696
156,698.4268765472174
157,700.6776709150028
158,702.9059573391103
159,705.0228294420124
160,707.0338579397694
161,709.1454378624143
162,711.1725545881534
163,713.1591289793777
164,715.2450320901631
165,717.435230356488
166,719.5816246574863
167,721.6421631864446
168,723.8057286418509
169,726.0342010609194
170,728.3518123767506
171,730.5998953531068
172,732.7355741806452
173,734.8498962199084
174,736.9219318183862
175,738.9525267048945
176,740.9018977959424
177,742.9097500197219
178,744.8573666767878
179,746.7465548341419
180,748.6924186362165
181,750.5409892481874
182,752.4450169785174
183,754.3680849861507
184,756.2142302734787
185,758.1342213722999
186,760.0350125601327
187,761.840764188574
188,763.5742857518776
189,765.2731368839151
190,766.9040339706711
191,768.4533862030893
192,769.9407643462108
193,771.4132687079011
194,772.9152231568252
195,774.3420798833031
196,775.7546680425162
197,777.1531303201372
198,778.5236233522057
199,779.9215262449156
200,781.2635130219172
201,782.5518203278386
202,783.8272445607009
203,785.0516518242487
204,786.3127913057028
205,787.5234852078988
206,788.7826068661827
207,790.0669109576323
208,791.2998428854239
209,792.5081161746597
210,793.7526376625725
211,795.0220495802436
212,796.3422379746214
213,797.7020320208306
214,799.0346301861157
215,800.3539023697479
216,801.7127527188891
217,803.1259570819959
218,804.595689619627
219,806.0066328557529
